"품목별(1)",품목별(2),품목별(3),2020. 01,2020. 01,2020. 02,2020. 02,2020. 03,2020. 03,2020. 04,2020. 04,2020. 05,2020. 05,2020. 06,2020. 06,2020. 07,2020. 07,2020. 08,2020. 08,2020. 09,2020. 09,2020. 10,2020. 10,2020. 11,2020. 11,2020. 12,2020. 12,2021. 01,2021. 01,2021. 02,2021. 02,2021. 03,2021. 03,2021. 04,2021. 04
"품목별(1)",품목별(2),품목별(3),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러)
"재료별 제조제품",철 및 강,소계,1961805,1016302,1908396,859911,2079646,1225824,1648848,1206574,1468741,875938,1695051,831931,1829793,772463,1735734,676456,2030511,759999,1926845,758644,1952933,877093,2007250,987418,2077792,876047,2038907,1019187,2342533,1279239,2337788,1512890
"재료별 제조제품",철 및 강,선철경철해면철철 또는 강의 입상,59183,157070,68781,120508,76738,134469,52084,161939,48614,96306,63241,87560,47020,102162,47819,83137,60799,110223,61121,105848,66368,118231,54485,150560,80143,143658,67320,147038,98033,173052,81467,196443
"재료별 제조제품",철 및 강,철 또는 강의 철강괴 및 기타 일차 형태의 것 및 반제품,22450,62659,15731,56668,22472,52169,28096,59329,44117,45313,35245,43389,31054,48205,11873,51185,27208,33877,23538,25952,35648,68082,25460,60123,16557,51934,34487,77794,51200,58038,22090,92104
"재료별 제조제품",철 및 강,철 또는 비합금강의 평판압연제품,597740,181375,593772,214404,610680,288314,480750,254421,443255,165378,560860,136190,590655,123652,608181,123287,607976,137739,586505,123574,586397,134096,619752,121164,658446,104184,618548,132836,674680,209085,724697,312285
"재료별 제조제품",철 및 강,철 또는 비합금강의 평판압연제품(클래드도금 또는 도포한 것),474505,122830,456004,86010,489681,120002,345976,127680,311646,85259,389291,84424,426490,77545,393830,57891,495176,78785,451213,89461,448805,98169,476704,107692,507159,102880,511195,126578,580643,161338,552638,163687
"재료별 제조제품",철 및 강,합금철의 평판압연제품,370426,186680,305660,172663,374005,275058,283918,254677,243327,202970,253514,190320,310988,176586,322011,125930,387135,157640,342717,157069,388990,209728,368896,268943,405147,194482,398263,199519,452410,223434,426272,265930
"재료별 제조제품",철 및 강,철강봉앵글형강(쉬이트파일링포함),154906,153002,162325,125531,169984,208530,154681,206268,134841,156684,134203,153738,147126,128036,135317,126909,173410,126109,177615,151548,148409,143699,165797,161760,157055,164989,145812,220048,178299,318186,206665,331032
"재료별 제조제품",철 및 강,철강의 철도궤조 및 철도궤조 건설자재,327,2142,2567,666,1658,2118,3099,3071,176,1219,662,2245,1176,2424,3390,3504,984,3724,74,2466,7687,1361,482,3069,1063,1584,471,2702,4137,2187,471,1536
"재료별 제조제품",철 및 강,철강선,63891,25541,66301,17644,74142,30222,63232,27360,44652,21126,54786,22497,56422,20425,46864,17015,65795,19169,66147,22402,72737,20745,75310,23914,72090,23599,69788,24282,79687,30965,79355,35995
"재료별 제조제품",철 및 강,철강의 튜브파이프 및 중공프로파일과 튜브,218375,125004,237255,65816,260287,114943,237013,111829,198112,101683,203249,111568,218862,93427,166451,87599,212029,92733,217916,80324,197891,82983,220364,90194,180132,88738,193024,88391,223443,102954,244132,113880
"재료별 제조제품",비철금속,소계,898948,924039,931640,871623,952816,1017978,835242,882367,764662,765789,849015,828989,997809,813701,928032,756320,1117264,998211,1099524,975007,1143077,1005160,1288023,1140505,1158840,1192677,1217563,1154567,1375360,1470962,1457466,1590512
"재료별 제조제품",비철금속,은백금 및 기타 백금속의 금속,139728,124253,188884,203012,150758,175250,127200,147989,130878,84476,134328,121507,155148,115302,204928,95769,224039,246375,200684,216021,187040,195276,258825,234347,253732,181551,279794,233968,287106,271166,309640,342316
"재료별 제조제품",비철금속,동,321608,247023,325995,215676,337840,295939,307250,232394,282957,219303,337166,232522,396174,236443,334973,238557,423867,251144,449094,266320,477690,292083,476443,301559,446991,419764,472733,386363,524980,454559,567948,473724
"재료별 제조제품",비철금속,닉켈,6552,81730,6334,73280,5794,65711,3892,65206,7083,61327,6794,83645,10758,57410,4544,72784,7007,70656,5979,76905,6634,68503,8446,84282,9003,81087,6366,81557,6911,108165,8550,120532
"재료별 제조제품",비철금속,알루미늄,231026,365995,237388,307790,250381,357816,213508,349213,203324,314191,220217,310188,240428,306824,227776,275681,247696,337028,238283,322750,234450,344541,309390,406519,265121,403135,243590,354500,323754,481237,321423,489454
"재료별 제조제품",비철금속,연,73152,25231,50741,17637,59311,22599,53497,17797,35253,15373,43447,19574,73168,30143,44012,21654,51308,21661,39848,30867,78199,26270,47799,34542,47327,27010,65045,20402,44316,36690,79171,32437
"재료별 제조제품",비철금속,아연,113987,11009,106917,11193,133182,16428,110814,7229,93493,7573,94268,4951,107751,7583,97588,6587,145159,10260,148928,8771,144811,9613,173302,11050,121702,10620,137064,6215,169706,14062,151692,11555
"재료별 제조제품",비철금속,주석,1720,23240,3299,15226,1608,33853,3218,16882,1627,21729,2158,12222,4220,22552,2742,16626,4661,27167,3549,17270,4650,26292,2367,24536,3221,19771,3145,23272,3817,32794,5753,51713
"재료별 제조제품",비철금속,야금에 사용되는 각종 비철금속 및 서미트,11175,45559,12083,27809,13943,50382,15861,45658,10047,41817,10638,44380,10163,37444,11468,28662,13527,33921,13158,36104,9603,42582,11450,43670,11744,49739,9827,48290,14770,72289,13290,68781
"재료별 제조제품",달리 명시되지 않은 금속제품,소계,831715,703420,902500,470745,919336,726009,763280,672147,622532,658135,727460,665997,825220,663733,712536,608810,862678,633995,829152,664637,871974,675280,1001267,768880,862001,696496,768725,606152,948985,817620,927581,779678
"재료별 제조제품",달리 명시되지 않은 금속제품,달리 명시되지 않은 철강 및 알루미늄의 구조물 및 구조물,114915,139445,113892,55331,120361,150024,119629,80707,115598,125746,146478,74891,128467,91467,103034,86860,117853,72827,103345,110090,92565,80508,119125,115112,107512,104845,95207,51599,141540,133808,125733,74031
"재료별 제조제품",달리 명시되지 않은 금속제품,저장 및 수송용 용기,50225,50284,79187,39224,55479,51120,67870,52383,54238,43476,52085,57027,81100,53933,55790,44168,71016,47843,51419,48379,62198,56030,78599,59432,60956,41745,50720,45345,60695,57749,73833,50227
"재료별 제조제품",달리 명시되지 않은 금속제품,선제품 및 울타리 그릴,45833,23073,48671,14664,45265,24450,36359,26184,30279,21930,33943,21105,41944,20883,35282,20566,41318,26512,44761,22895,42857,26531,48352,27785,43817,22715,37307,21889,48284,28965,45859,32322
"재료별 제조제품",달리 명시되지 않은 금속제품,철강동 또는 알루미늄제의 못나사너트볼트리베트 및 유사제품,76172,47086,80221,27966,87413,46197,56449,49180,42586,47051,50274,45227,71459,45894,63124,40096,87200,40966,80200,41950,83969,47062,96396,48277,85224,48427,77608,42650,92970,58995,92087,63568
"재료별 제조제품",달리 명시되지 않은 금속제품,수공구 및 기계용공구,175287,61841,215861,46911,201571,62844,172075,59320,139661,60183,139262,64038,145395,58684,134067,50359,155065,56020,171751,59322,195821,60818,229488,68573,156749,61641,141562,57820,167051,75163,168682,71435
"재료별 제조제품",달리 명시되지 않은 금속제품,날붙이,9223,18364,6923,11393,10055,16306,7354,14952,6419,16173,5534,16665,7102,18070,7667,16342,9629,17567,10281,16101,9967,18575,9120,21150,9827,18912,8691,16425,11459,17517,10039,17775
"재료별 제조제품",달리 명시되지 않은 금속제품,달리 명시되지 않은 금속제의 가정용 장비,23371,49480,22550,24011,26641,33560,20758,43807,19562,46878,31722,50229,35955,50505,35014,43359,34226,50535,34715,48406,36562,51812,34034,50814,30101,57976,27012,43576,32354,44362,33680,59490
"재료별 제조제품",달리 명시되지 않은 금속제품,달리 명시되지 않은 비금속제의 제품,336689,313847,335197,251245,372553,341508,282785,345615,214190,296697,268162,336815,313798,324298,278558,307061,346372,321726,332679,317494,348035,333944,386154,377737,367815,340234,330617,326849,394632,401061,377668,410831
"기계 및 운수장비",원동기기 및 설비,소계,688247,655337,775954,459376,783262,574280,616939,695844,519777,555782,727217,514222,708407,573205,678624,577251,793624,650651,716738,707366,732136,672365,849977,745481,711233,597010,653643,606616,759313,812766,796194,727415
"기계 및 운수장비",원동기기 및 설비,증기발생보일러 및 보일러실 장치,42517,6264,44307,5637,27231,9731,47406,6700,53816,4226,44057,7291,27592,6495,35362,6958,28255,9831,33988,15124,31187,6946,17213,9823,24539,8154,7830,6188,22505,9669,25354,11165
"기계 및 운수장비",원동기기 및 설비,증기터어빈 및 달리 명시되지 않은 동부분품,5576,2263,2062,16521,7271,9482,3337,9184,2718,10566,3763,12191,3446,18882,1554,13716,1399,1968,1484,10545,1306,5005,13525,15315,1814,6194,2912,6226,2521,31355,700,7244
"기계 및 운수장비",원동기기 및 설비,달리 명시되지 않은 내연 피스톤기관 및 동부분품,391927,168372,457447,155442,448433,188683,324867,183937,257952,149608,306093,155983,385149,176479,333805,163516,446429,157360,384062,158965,405961,165271,488997,191203,387362,158724,382510,156131,435923,218854,479416,187432
"기계 및 운수장비",원동기기 및 설비,기관 및 모터비전기식:달리 명시되지 않은 기관,54749,200942,30852,98590,84072,94444,63429,212273,56028,156555,162303,110548,84303,136168,92280,121037,54811,183701,74218,193607,47637,78194,47074,193831,57808,133171,28213,90974,45653,227941,48630,143446
"기계 및 운수장비",원동기기 및 설비,달리 명시되지 않은 회전전기장치 및 그 부분품,129279,243428,140791,155997,143228,236616,107755,246889,86524,206742,116021,192858,152535,202355,138198,241092,167788,257546,162754,299736,174729,375428,198237,298395,159970,257252,152025,312581,168324,280921,159624,334498
"기계 및 운수장비",원동기기 및 설비,달리 명시되지 않은 기타 동력발생기계 및 부분품,64200,34068,100495,27189,73027,35323,70144,36861,62739,28084,94980,35351,55381,32826,77426,30931,94942,40244,60232,29388,71316,41522,84931,36915,79740,33516,80153,34514,84386,44027,82470,43630
"기계 및 운수장비",특수산업용 기계,소계,1897193,1125802,1661827,1467116,1928183,2214331,1875519,1687441,1652360,2087884,1736243,2238662,1780173,2253492,1582583,1599912,1771125,1618189,1741326,1457644,1818335,1803291,2004205,2518900,1838589,2879338,1964942,2153336,2390663,2901330,2277955,3169122
"기계 및 운수장비",특수산업용 기계,농업용 기계 및 그 부분품,8885,19537,6655,33109,8578,35948,9067,37971,5682,28442,7210,27025,8589,39598,6383,33655,8994,40954,6678,17143,8982,17619,12989,22231,8430,21032,9159,31169,10483,43039,8182,41163
"기계 및 운수장비",특수산업용 기계,트랙터,51429,21848,55270,14131,53384,14845,45169,18372,39717,4706,50101,9652,56443,5203,45633,5619,65204,20861,61762,11567,56064,8942,77680,14973,80661,10666,77232,16459,82555,28991,80229,20967
"기계 및 운수장비",특수산업용 기계,토목공사용 장치,400622,53474,446590,47647,445159,60303,348822,58880,263249,48115,291679,53319,320152,53001,259447,44800,364962,46923,363896,61077,393461,57834,424303,54428,468011,64248,442238,68674,533058,84004,520080,86944
"기계 및 운수장비",특수산업용 기계,섬유 및 가죽용 기계류 및 달리 명시되지 않은 동부분품,137735,74121,126670,51857,146122,67082,87006,73407,81952,110954,142736,215040,170485,279776,145445,210438,169279,185637,176516,138080,166576,120970,174033,106876,157915,95660,157095,92180,179927,85585,195748,105174
"기계 및 운수장비",특수산업용 기계,종이제조 및 펄프제조기계,12413,12800,11566,8796,12446,13194,10725,13025,10136,11425,12823,13152,20870,9272,10863,15940,24576,18274,9723,20926,11829,17825,14288,18308,8877,11857,9447,14299,10330,14546,11255,15791
"기계 및 운수장비",특수산업용 기계,인쇄 및 제본용기계 및 그들의 부분품,9449,20913,5502,9848,7009,11959,7232,26333,11604,12429,5773,13189,6150,8820,3437,9756,8211,9790,4098,7557,7271,18693,7131,26416,8658,11583,8603,10977,8702,15383,8043,14223
"기계 및 운수장비",특수산업용 기계,식품가공기계(가정용 제외),5411,16678,8459,12131,5399,16021,4321,9190,7502,10473,4920,15457,7554,18091,4324,13609,6663,27070,7606,13880,4890,22688,5295,10841,4968,6843,7957,8836,6688,16343,4452,16852
"기계 및 운수장비",특수산업용 기계,특수산업용 기타 기계기구 및 달리 명시되지 않은 동부분품,1271249,906430,1001115,1289597,1250085,1994978,1363176,1450263,1232517,1861340,1221002,1891826,1189930,1839731,1107050,1266094,1123236,1268681,1111046,1187414,1169262,1538719,1288484,2264826,1101070,2657449,1253212,1910743,1558920,2613440,1449966,2868007
"기계 및 운수장비",금속공작용 기계,소계,262804,110384,216251,115470,267787,139151,270605,119014,234711,112539,194682,142496,220493,132215,172908,138054,230233,164986,237864,109795,262833,126698,279015,122862,220506,133947,219646,92385,292201,145554,272637,124438
"기계 및 운수장비",금속공작용 기계,금속 또는 기타재료의 절삭방식에 의한 가공공작기계,111078,61713,110877,47138,136484,72832,110943,63772,84827,63556,98017,61966,103970,61536,91649,59565,127807,62913,113109,46594,121078,61549,116756,60988,93536,74740,114856,42935,140936,71976,145897,66221
"기계 및 운수장비",금속공작용 기계,금속소결한 금속탄화물 또는 서어미트의 가공기계,57510,10414,31912,15136,52095,17658,34716,11221,41910,13319,27376,14197,38842,15092,15785,21575,20197,18804,27890,14763,43219,13235,65670,16798,29410,16211,22883,8533,32057,14034,45843,16405
"기계 및 운수장비",금속공작용 기계,731항 및 733항의 기계 전용 또는 주로 사용되는 부분품,24031,9754,26951,9930,29153,11105,33246,12626,37128,9373,15214,11840,19356,10111,14759,11185,32183,9192,22213,10284,22679,9075,31496,10766,21885,8256,21654,9372,29945,11584,24862,12970
"기계 및 운수장비",금속공작용 기계,금속공작기계달리 명시되지 않은 동 부분품,70185,28504,46512,43266,50055,37557,91700,31395,70845,26291,54075,54494,58325,45477,50714,45730,50046,74077,74652,38154,75857,42838,65093,34310,75674,34739,60253,31545,89264,47960,56035,28843
"기계 및 운수장비",산업용 일반기계 및 장비,소계,1943699,1220794,1851902,956300,1980715,1318445,1521630,1280599,1551846,1295178,1857000,1416771,1617376,1385080,1307170,1185383,1727807,1196716,1608203,1220470,1803963,1293287,2038772,1388536,1643769,1237044,1622903,1199453,1943001,1473857,1755498,1513102
"기계 및 운수장비",산업용 일반기계 및 장비,가열 및 냉각장치달리 명시되지 않은 동 부분품,676754,167816,559971,120816,570670,227086,329396,184364,505294,216527,685826,265904,339591,257175,301045,162887,371743,155210,346041,182574,370444,166847,425466,177899,347327,163527,323518,181842,421277,198988,345627,215872
"기계 및 운수장비",산업용 일반기계 및 장비,액체펌프와 액체엘리베이터,100869,114729,104356,96661,118638,130182,89655,129756,71264,123922,84500,138248,113138,117472,81831,114252,122561,104618,105401,123491,106643,114579,147430,123462,104566,105911,108992,97389,140843,132076,114637,133521
"기계 및 운수장비",산업용 일반기계 및 장비,액체용 이외의 펌프공기 또는 개스입축기 및 선풍기,399073,335786,389772,263787,472792,345698,337194,348710,294270,390625,349377,397049,422359,412057,343824,331142,477927,357615,420100,318235,443802,382769,488888,423818,419388,308431,446406,305775,507474,412828,483151,414549
"기계 및 운수장비",산업용 일반기계 및 장비,기계식 취급장치 및 달리 명시되지 않은 동 부분품,193171,108152,195756,77235,199143,105206,187976,116827,193839,93582,173415,100955,170175,108115,128022,133141,166714,112437,161897,135325,183076,122572,202086,113971,165742,127469,175175,105423,214075,142730,194092,178436
"기계 및 운수장비",산업용 일반기계 및 장비,기타 비전기식 기계기기 및 장치,44535,75732,66666,67852,56370,89218,65515,96496,63398,80470,84808,94522,92561,100344,65092,83367,82721,72534,72813,72368,85205,79664,87752,92833,51481,113720,64001,83788,84111,79604,81598,90258
"기계 및 운수장비",산업용 일반기계 및 장비,보올 베어링 또는 로울러 베어링,71152,79976,69853,65277,76857,78002,57808,78250,38498,69307,42805,74787,59994,64081,51555,55971,80592,65075,74991,69216,82063,83555,93339,83633,83964,76693,77229,74456,93115,97193,87494,90968
"기계 및 운수장비",산업용 일반기계 및 장비,파이프.보일러의 동체.탱크.배트 등에 사용하는 탭,155918,207092,155762,160657,175704,198723,170313,199397,160332,189603,206733,214631,175026,193167,137101,183620,166258,199089,162071,191288,171842,197387,187857,217174,169171,201655,150404,207809,195836,232399,169918,232488
"기계 및 운수장비",산업용 일반기계 및 장비,전동축,125241,89992,127297,67885,134005,102153,103670,86189,80371,94313,84380,92588,110486,87666,93833,87190,122035,92788,126787,87539,139561,99198,170052,109580,138567,101806,123506,98528,151383,128047,132127,114796
"기계 및 운수장비",산업용 일반기계 및 장비,달리 명시되지 않은 비전기식 기계류의 부분품 및 부속품,176985,41517,182469,36129,176536,42178,180102,40609,144580,36829,145157,38086,134047,45003,104867,33812,137255,37348,138100,40434,221326,46718,235901,46167,163562,37832,153673,44442,134887,49992,146853,42215
"기계 및 운수장비",사무용 기계 및 자동자료 처리장치,소계,896353,1225830,992245,832387,1365157,1176651,1368254,1136183,1352734,1107607,1473229,1060978,1096012,1137617,1055653,1157656,1511362,1248887,1079473,1198400,1131098,1252679,1475633,1364933,1144948,1586062,993376,1167434,1204025,1489222,1311661,1277699
"기계 및 운수장비",사무용 기계 및 자동자료 처리장치,사무용기계,73399,104764,67812,70314,84313,108960,81684,98613,57761,88258,64116,100261,68141,96669,64558,83214,77659,94593,65754,83689,74501,90559,82378,109053,71940,108430,75405,103924,92121,114897,88133,111127
"기계 및 운수장비",사무용 기계 및 자동자료 처리장치,자동자료처리기계,39317,682510,46260,381882,59495,650919,37466,700632,40370,654119,57096,591763,57453,575179,74373,559988,56879,623191,49559,647921,59469,708323,77456,798029,46606,1016864,44167,713720,54192,968863,82657,798904
"기계 및 운수장비",사무용 기계 및 자동자료 처리장치,751항 및 752항 기계전용 부분품,783637,438557,878174,380192,1221348,416772,1249104,336938,1254603,365230,1352017,368954,970418,465770,916722,514454,1376824,531102,964160,466789,997128,453797,1315799,457850,1026402,460768,873804,349790,1057711,405462,1140871,367669
"기계 및 운수장비",통신 및 녹음기기,소계,2065165,1711501,2089527,1217795,2426032,1772147,1606260,1695754,1727050,1674714,2122615,1584785,2204274,1756896,2176813,1457172,2810097,1520700,2988130,1827940,3132931,2060999,3305355,1942192,2900201,2089776,2334897,1494290,2499998,1767199,2691067,1923778
"기계 및 운수장비",통신 및 녹음기기,텔레비젼 수상기,113229,170985,99133,79884,114665,149551,71977,169855,51801,159721,68780,146621,69412,140694,50455,139278,52010,135122,55904,158761,49149,172610,51008,212349,43168,234937,46971,188886,54226,218713,52019,220211
"기계 및 운수장비",통신 및 녹음기기,라디오방송용 수신기기,27565,12427,33466,5448,34121,11482,15342,11394,7506,10535,11420,8700,21197,10922,21658,11626,25528,9572,34026,11221,33148,7419,31964,7609,28693,7673,24914,4801,24602,5504,17940,7774
"기계 및 운수장비",통신 및 녹음기기,녹음기와 음성 재생기,13090,7855,14832,3717,12701,8793,9052,10577,7986,8676,9720,7851,10793,12432,9352,6700,14130,6687,12404,8896,10585,9596,14266,11539,12550,9595,15209,8636,17236,8847,14080,12061
"기계 및 운수장비",통신 및 녹음기기,달리 명시되지 않은 통신장비,1911281,1520235,1942096,1128747,2264545,1602321,1509890,1503928,1659756,1495782,2032695,1421613,2102872,1592848,2095348,1299568,2718429,1369319,2885796,1649061,3040049,1871372,3208118,1710695,2815790,1837572,2247802,1291967,2403934,1534135,2607028,1683732
"기계 및 운수장비",전기기계장치와 기기,소계,9123803,5297281,9248743,4984956,10629925,5818319,8517452,5271131,9196864,5502054,9607670,5473028,9985159,6200831,10159688,5909895,11620017,6165276,10982077,6521117,10954223,6430543,11718921,6557569,10875485,6395062,10500523,5807635,12032424,6855795,11568545,6833867
"기계 및 운수장비",전기기계장치와 기기,달리 명시되지 않은 전력기기 및 부분품,144437,226271,164705,150969,195881,202566,158088,195900,147477,204053,168346,220985,193449,223523,163919,217407,192777,219654,175372,215286,201635,225645,256623,233541,184793,248266,190318,211910,230682,249628,217773,269110
"기계 및 운수장비",전기기계장치와 기기,전기회로의 개폐용보호용접속용기기,920109,576740,890207,485279,991563,648768,810651,583857,724556,562597,808233,593134,1001539,616615,921567,624697,1050588,636884,1011360,652835,1026806,657003,1085453,722232,1065221,674112,923020,607876,1081650,774783,1001665,734679
"기계 및 운수장비",전기기계장치와 기기,달리 명시되지 않은 배전용 장비,248736,256500,251519,179512,329474,295741,257802,250998,185619,235477,234705,250242,248667,283955,216726,248906,288188,302222,270666,292947,301241,314508,345359,318833,263925,299105,260170,253788,310605,341570,307039,335991
"기계 및 운수장비",전기기계장치와 기기,전기식 진단용 기기,109450,67921,104776,89254,132361,103064,117286,102102,111196,83650,121559,77264,117841,80446,101661,69491,128043,74969,137870,92702,157128,107383,157571,92273,124289,81860,135475,75551,153565,96413,137524,84353
"기계 및 운수장비",전기기계장치와 기기,달리 명시되지 않은 가정용 전기 및 비전기장비,177766,233537,180328,143599,236696,187609,187140,228507,187384,261722,241155,268705,294379,273972,286451,245582,370226,265341,337356,288637,313993,291549,305998,293779,283641,259520,267961,261816,345143,272864,347437,313546
"기계 및 운수장비",전기기계장치와 기기,열전자관냉음극관 및 광전과,6553189,3344499,6662998,3495774,7665404,3746103,6066581,3297654,6972807,3542042,7072899,3436065,7077829,4057706,7444674,3888320,8303129,3972659,7852706,4290330,7760667,4156887,8311787,4177585,7809128,4128162,7614168,3763099,8581305,4305951,8306116,4305514
"기계 및 운수장비",전기기계장치와 기기,달리 명시되지 않은 전기기계 및 장치,970116,591814,994210,440569,1078547,634469,919903,612113,867825,612511,960774,626633,1051454,664615,1024690,615492,1287066,693547,1196747,688380,1192754,677568,1256129,719326,1144488,704037,1109411,633594,1329474,814588,1250992,790675
"기계 및 운수장비",도로 주행 차량,소계,4354318,1049002,3946369,1152549,5493275,1547985,3266476,1646339,2368454,1418462,3321290,1270050,4939452,1135706,3717042,1480217,5464216,1638992,5541585,1695385,5590312,1947535,5458853,2149894,5533022,1320928,5072741,1345020,6280922,1941911,5893576,1942874
"기계 및 운수장비",도로 주행 차량,승용자동차 및 기타의 차량,2672693,529210,2276355,795334,3662003,1056638,2268579,1123080,1730321,1001632,2374810,824809,3519800,589473,2459500,1004370,3599079,1079151,3850597,1113744,3800974,1396304,3423801,1546775,3815784,791941,3377946,854315,4201314,1252744,3975298,1286296
"기계 및 운수장비",도로 주행 차량,화물자동차 및 특수목적차량,127202,75442,80397,26646,98685,46824,84611,64456,38970,29490,73950,20901,93293,39862,93994,36197,153213,44937,137424,65713,151390,63510,159990,61992,141959,42182,116158,44363,134545,81289,138197,68017
"기계 및 운수장비",도로 주행 차량,달리 명시되지 않은 도로주행차량,45834,22420,34263,8321,50602,11447,32946,20089,30175,10892,32907,5167,35702,16216,33228,22350,34073,33266,24218,26639,30430,17737,28981,48321,34885,16483,27091,28277,56293,24830,26865,35012
"기계 및 운수장비",도로 주행 차량,722781782 및 783항 차량의 부분품 및 부속품,1484475,350047,1533450,261912,1654364,335702,854496,343264,548339,265555,809002,299328,1257154,368518,1103877,306419,1653099,371493,1502064,386294,1577179,367881,1812684,396725,1506807,363503,1522065,332238,1849734,444967,1719513,392693
"기계 및 운수장비",도로 주행 차량,자동이륜차 및 자전거(동력과 비동력의 것)환자운반구,5329,38476,5224,33879,4130,59099,3156,65515,2716,78056,2605,83660,6063,86575,4530,77963,6688,72400,5052,72344,5900,63995,5630,50243,7799,64073,5181,51094,7510,89964,5177,114520
"기계 및 운수장비",도로 주행 차량,트레일러 및 세미트레일러,18785,33407,16680,26457,23491,38276,22690,29934,17933,32836,28015,36185,27439,35060,21913,32918,18062,37745,22231,30651,24439,38109,27766,45838,25787,42747,24300,34733,31527,48117,28525,46336
"기계 및 운수장비",기타 수송장비,소계,3062440,385526,1628380,549344,1608391,291024,1166400,448185,1605829,263235,1408450,375119,1836587,392771,1203596,569927,1826858,933513,1610223,377950,1058623,168481,2869233,287562,3567343,269417,1507981,283007,2452149,220625,1325466,604814
"기계 및 운수장비",기타 수송장비,철도차량 및 관련장비,23248,40906,57181,10371,25399,12111,24454,27074,24187,11430,42275,16518,64407,13017,47733,12051,71828,18118,121607,17299,44222,16477,42080,15351,37089,22439,28598,18676,97788,20168,124389,24598
"기계 및 운수장비",기타 수송장비,항공기 및 관련장비 우주선,287200,94152,222713,351345,233812,63216,172231,179105,76818,70222,66441,101484,84698,123044,53188,466612,80290,522063,95769,84185,62957,61284,128968,74216,101817,52449,63472,55605,73591,71394,77884,472037
"기계 및 운수장비",기타 수송장비,선박보트 및 부유구조물,2751992,250468,1348486,187628,1349180,215697,969714,242005,1504823,181583,1299733,257116,1687482,256711,1102675,91264,1674740,393332,1392847,276466,951445,90720,2698185,197995,3428437,194529,1415911,208726,2280770,129063,1123192,108178
"기타 제조제품",조립식건축물 달리 명시되지 않은 위생연관 및 부착물,소계,39613,89166,37804,31264,47177,56651,61275,76009,51994,77595,51733,82641,69059,73189,51978,64134,69489,67659,45297,73187,50944,85208,48038,93550,36161,87451,32705,75196,55688,62520,48584,85025
"기타 제조제품",조립식건축물 달리 명시되지 않은 위생연관 및 부착물,조립식건축물,5883,6217,8977,1081,9845,4279,16900,5002,14406,1542,15792,2910,25342,1315,15667,746,21938,766,11482,924,13201,3698,9545,4582,4565,1676,4557,1462,16262,1289,8013,1681
"기타 제조제품",조립식건축물 달리 명시되지 않은 위생연관 및 부착물,달리 명시되지 않은 위생연관난방 조명장치 및 부착물,9759,16406,8579,7274,14432,10041,19883,13061,15938,14531,13510,19540,20028,15960,17108,15113,22353,15839,14261,17298,16709,19184,14805,18976,10694,16159,11565,13161,19463,13486,18705,17628
"기타 제조제품",조립식건축물 달리 명시되지 않은 위생연관 및 부착물,달리 명시하지 않은 조명시설 및 조명기구,23972,66543,20248,22909,22901,42330,24492,57946,21649,61522,22431,60191,23688,55914,19203,48275,25198,51054,19554,54965,21035,62327,23688,69991,20902,69616,16583,60573,19963,47745,21866,65716
"기타 제조제품",가구 및 부분품;침대에트리스쿠션,소계,85742,257796,81497,153053,90397,202641,63486,255534,54164,246849,64925,269849,80793,267034,69478,245679,97141,275890,88139,275155,89648,272364,111488,300029,90430,281106,89316,257100,95180,264755,95627,302961
"기타 제조제품",가구 및 부분품;침대에트리스쿠션,가구 및 그 부분품,85742,257796,81497,153053,90397,202641,63486,255534,54164,246849,64925,269849,80793,267034,69478,245679,97141,275890,88139,275155,89648,272364,111488,300029,90430,281106,89316,257100,95180,264755,95627,302961
"기타 제조제품",여행용핸드백 및 유사용기,소계,29925,266560,28156,204765,21865,208054,10948,180840,16733,208285,23113,247933,25834,285304,19203,255208,23634,245146,28512,273901,33935,293066,30060,283206,28986,265013,18279,264084,26258,323289,25888,307511
"기타 제조제품",여행용핸드백 및 유사용기,트렁크슈트케이스화장품케이스등,29925,266560,28156,204765,21865,208054,10948,180840,16733,208285,23113,247933,25834,285304,19203,255208,23634,245146,28512,273901,33935,293066,30060,283206,28986,265013,18279,264084,26258,323289,25888,307511
"기타 제조제품",의복제품 및 의복부속품,소계,127819,931629,147219,605696,138315,839273,151113,664869,153384,514411,162432,624153,178364,847352,130269,1031099,165240,1162104,163359,1023044,199026,724968,203256,764451,152887,836405,128347,803695,174277,964007,184527,885975
"기타 제조제품",의복제품 및 의복부속품,남자 또는 소년용의 코트.자켓,5622,179079,6725,129140,4880,156932,4113,109274,3794,71369,6465,107882,7606,168691,5995,217384,7721,255925,9276,214892,11455,112785,15991,123775,9296,147764,6879,154121,9348,169938,6267,134365
